"initial_alias","converted_alias","name","description","namespace"
"GO:0019752","ENSMUSG00000003623","Crot","carnitine O-octanoyltransferase [Source:MGI Symbol;Acc:MGI:1921364]","GO"
"GO:0019752","ENSMUSG00000003665","Has1","hyaluronan synthase 1 [Source:MGI Symbol;Acc:MGI:106590]","GO"
"GO:0019752","ENSMUSG00000003721","Insig2","insulin induced gene 2 [Source:MGI Symbol;Acc:MGI:1920249]","GO"
"GO:0019752","ENSMUSG00000003808","Farsa","phenylalanyl-tRNA synthetase, alpha subunit [Source:MGI Symbol;Acc:MGI:1913840]","GO"
"GO:0019752","ENSMUSG00000003809","Gcdh","glutaryl-Coenzyme A dehydrogenase [Source:MGI Symbol;Acc:MGI:104541]","GO"
"GO:0019752","ENSMUSG00000004035","Gstm7","glutathione S-transferase, mu 7 [Source:MGI Symbol;Acc:MGI:1915562]","GO"
"GO:0019752","ENSMUSG00000004040","Stat3","signal transducer and activator of transcription 3 [Source:MGI Symbol;Acc:MGI:103038]","GO"
"GO:0019752","ENSMUSG00000004056","Akt2","thymoma viral proto-oncogene 2 [Source:MGI Symbol;Acc:MGI:104874]","GO"
"GO:0019752","ENSMUSG00000004233","Wars2","tryptophanyl tRNA synthetase 2 (mitochondrial) [Source:MGI Symbol;Acc:MGI:1917810]","GO"
"GO:0019752","ENSMUSG00000004267","Eno2","enolase 2, gamma neuronal [Source:MGI Symbol;Acc:MGI:95394]","GO"
"GO:0019752","ENSMUSG00000004610","Etfb","electron transferring flavoprotein, beta polypeptide [Source:MGI Symbol;Acc:MGI:106098]","GO"
"GO:0019752","ENSMUSG00000004789","Dlst","dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex) [Source:MGI Symbol;Acc:MGI:1926170]","GO"
"GO:0019752","ENSMUSG00000004846","Plod3","procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3 [Source:MGI Symbol;Acc:MGI:1347008]","GO"
"GO:0019752","ENSMUSG00000004885","Crabp2","cellular retinoic acid binding protein II [Source:MGI Symbol;Acc:MGI:88491]","GO"
"GO:0019752","ENSMUSG00000004996","Mri1","methylthioribose-1-phosphate isomerase 1 [Source:MGI Symbol;Acc:MGI:1915123]","GO"
"GO:0019752","ENSMUSG00000005069","Pex5","peroxisomal biogenesis factor 5 [Source:MGI Symbol;Acc:MGI:1098808]","GO"
"GO:0019752","ENSMUSG00000005087","Cd44","CD44 antigen [Source:MGI Symbol;Acc:MGI:88338]","GO"
"GO:0019752","ENSMUSG00000005320","Fgfr4","fibroblast growth factor receptor 4 [Source:MGI Symbol;Acc:MGI:95525]","GO"
"GO:0019752","ENSMUSG00000005339","Fcer1a","Fc receptor, IgE, high affinity I, alpha polypeptide [Source:MGI Symbol;Acc:MGI:95494]","GO"
"GO:0019752","ENSMUSG00000005360","Slc1a3","solute carrier family 1 (glial high affinity glutamate transporter), member 3 [Source:MGI Symbol;Acc:MGI:99917]","GO"
"GO:0019752","ENSMUSG00000005373","Mlxipl","MLX interacting protein-like [Source:MGI Symbol;Acc:MGI:1927999]","GO"
"GO:0019752","ENSMUSG00000005514","Por","P450 (cytochrome) oxidoreductase [Source:MGI Symbol;Acc:MGI:97744]","GO"
"GO:0019752","ENSMUSG00000005534","Insr","insulin receptor [Source:MGI Symbol;Acc:MGI:96575]","GO"
"GO:0019752","ENSMUSG00000005667","Mthfd2","methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase [Source:MGI Symbol;Acc:MGI:1338850]","GO"
"GO:0019752","ENSMUSG00000005672","Kit","KIT proto-oncogene receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:96677]","GO"
"GO:0019752","ENSMUSG00000005681","Apoa2","apolipoprotein A-II [Source:MGI Symbol;Acc:MGI:88050]","GO"
"GO:0019752","ENSMUSG00000005683","Cs","citrate synthase [Source:MGI Symbol;Acc:MGI:88529]","GO"
"GO:0019752","ENSMUSG00000005994","Tyrp1","tyrosinase-related protein 1 [Source:MGI Symbol;Acc:MGI:98881]","GO"
"GO:0019752","ENSMUSG00000006269","Atp6v1b1","ATPase, H+ transporting, lysosomal V1 subunit B1 [Source:MGI Symbol;Acc:MGI:103285]","GO"
"GO:0019752","ENSMUSG00000006344","Ggt5","gamma-glutamyltransferase 5 [Source:MGI Symbol;Acc:MGI:1346063]","GO"
"GO:0019752","ENSMUSG00000006345","Ggt1","gamma-glutamyltransferase 1 [Source:MGI Symbol;Acc:MGI:95706]","GO"
"GO:0019752","ENSMUSG00000006362","Cbfa2t3","CBFA2/RUNX1 translocation partner 3 [Source:MGI Symbol;Acc:MGI:1338013]","GO"
"GO:0019752","ENSMUSG00000006378","Gcat","glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase) [Source:MGI Symbol;Acc:MGI:1349389]","GO"
"GO:0019752","ENSMUSG00000006390","Elovl1","elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1 [Source:MGI Symbol;Acc:MGI:1858959]","GO"
"GO:0019752","ENSMUSG00000006457","Actn3","actinin alpha 3 [Source:MGI Symbol;Acc:MGI:99678]","GO"
"GO:0019752","ENSMUSG00000006494","Pdk1","pyruvate dehydrogenase kinase, isoenzyme 1 [Source:MGI Symbol;Acc:MGI:1926119]","GO"
"GO:0019752","ENSMUSG00000006522","Itih3","inter-alpha trypsin inhibitor, heavy chain 3 [Source:MGI Symbol;Acc:MGI:96620]","GO"
"GO:0019752","ENSMUSG00000006529","Itih1","inter-alpha trypsin inhibitor, heavy chain 1 [Source:MGI Symbol;Acc:MGI:96618]","GO"
"GO:0019752","ENSMUSG00000006542","Prkag3","protein kinase, AMP-activated, gamma 3 non-catalytic subunit [Source:MGI Symbol;Acc:MGI:1891343]","GO"
"GO:0019752","ENSMUSG00000006574","Slc4a1","solute carrier family 4 (anion exchanger), member 1 [Source:MGI Symbol;Acc:MGI:109393]","GO"
"GO:0019752","ENSMUSG00000006675","P4htm","prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum) [Source:MGI Symbol;Acc:MGI:1921693]","GO"
"GO:0019752","ENSMUSG00000006764","Tph2","tryptophan hydroxylase 2 [Source:MGI Symbol;Acc:MGI:2651811]","GO"
"GO:0019752","ENSMUSG00000007029","Vars","valyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:90675]","GO"
"GO:0019752","ENSMUSG00000007036","Abhd16a","abhydrolase domain containing 16A [Source:MGI Symbol;Acc:MGI:99476]","GO"
"GO:0019752","ENSMUSG00000007039","Ddah2","dimethylarginine dimethylaminohydrolase 2 [Source:MGI Symbol;Acc:MGI:1859016]","GO"
"GO:0019752","ENSMUSG00000007655","Cav1","caveolin 1, caveolae protein [Source:MGI Symbol;Acc:MGI:102709]","GO"
"GO:0019752","ENSMUSG00000007783","Cpt1c","carnitine palmitoyltransferase 1c [Source:MGI Symbol;Acc:MGI:2446526]","GO"
"GO:0019752","ENSMUSG00000007908","Hmgcll1","3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase-like 1 [Source:MGI Symbol;Acc:MGI:2446108]","GO"
"GO:0019752","ENSMUSG00000008035","Mid1ip1","Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish)) [Source:MGI Symbol;Acc:MGI:1915291]","GO"
"GO:0019752","ENSMUSG00000009566","Fpgs","folylpolyglutamyl synthetase [Source:MGI Symbol;Acc:MGI:95576]","GO"
"GO:0019752","ENSMUSG00000009614","Sardh","sarcosine dehydrogenase [Source:MGI Symbol;Acc:MGI:2183102]","GO"
"GO:0019752","ENSMUSG00000009863","Sdhb","succinate dehydrogenase complex, subunit B, iron sulfur (Ip) [Source:MGI Symbol;Acc:MGI:1914930]","GO"
"GO:0019752","ENSMUSG00000010025","Aldh3a2","aldehyde dehydrogenase family 3, subfamily A2 [Source:MGI Symbol;Acc:MGI:1353452]","GO"
"GO:0019752","ENSMUSG00000010047","Hyal2","hyaluronoglucosaminidase 2 [Source:MGI Symbol;Acc:MGI:1196334]","GO"
"GO:0019752","ENSMUSG00000010051","Hyal1","hyaluronoglucosaminidase 1 [Source:MGI Symbol;Acc:MGI:96298]","GO"
"GO:0019752","ENSMUSG00000010175","Prox1","prospero homeobox 1 [Source:MGI Symbol;Acc:MGI:97772]","GO"
"GO:0019752","ENSMUSG00000010651","Acaa1b","acetyl-Coenzyme A acyltransferase 1B [Source:MGI Symbol;Acc:MGI:3605455]","GO"
"GO:0019752","ENSMUSG00000010663","Fads1","fatty acid desaturase 1 [Source:MGI Symbol;Acc:MGI:1923517]","GO"
"GO:0019752","ENSMUSG00000010755","Cars","cysteinyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:1351477]","GO"
"GO:0019752","ENSMUSG00000010911","Apip","APAF1 interacting protein [Source:MGI Symbol;Acc:MGI:1926788]","GO"
"GO:0019752","ENSMUSG00000010914","Pdhx","pyruvate dehydrogenase complex, component X [Source:MGI Symbol;Acc:MGI:1351627]","GO"
"GO:0019752","ENSMUSG00000011148","Adssl1","adenylosuccinate synthetase like 1 [Source:MGI Symbol;Acc:MGI:87947]","GO"
"GO:0019752","ENSMUSG00000011179","Odc1","ornithine decarboxylase, structural 1 [Source:MGI Symbol;Acc:MGI:97402]","GO"
"GO:0019752","ENSMUSG00000011305","Plin5","perilipin 5 [Source:MGI Symbol;Acc:MGI:1914218]","GO"
"GO:0019752","ENSMUSG00000011752","Pgam1","phosphoglycerate mutase 1 [Source:MGI Symbol;Acc:MGI:97552]","GO"
"GO:0019752","ENSMUSG00000013584","Aldh1a2","aldehyde dehydrogenase family 1, subfamily A2 [Source:MGI Symbol;Acc:MGI:107928]","GO"
"GO:0019752","ENSMUSG00000013629","Cad","carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase [Source:MGI Symbol;Acc:MGI:1916969]","GO"
"GO:0019752","ENSMUSG00000013846","St3gal1","ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:MGI Symbol;Acc:MGI:98304]","GO"
"GO:0019752","ENSMUSG00000014351","Gip","gastric inhibitory polypeptide [Source:MGI Symbol;Acc:MGI:107504]","GO"
"GO:0019752","ENSMUSG00000015016","Acsf3","acyl-CoA synthetase family member 3 [Source:MGI Symbol;Acc:MGI:2182591]","GO"
"GO:0019752","ENSMUSG00000015090","Ptgds","prostaglandin D2 synthase (brain) [Source:MGI Symbol;Acc:MGI:99261]","GO"
"GO:0019752","ENSMUSG00000015134","Aldh1a3","aldehyde dehydrogenase family 1, subfamily A3 [Source:MGI Symbol;Acc:MGI:1861722]","GO"
"GO:0019752","ENSMUSG00000015568","Lpl","lipoprotein lipase [Source:MGI Symbol;Acc:MGI:96820]","GO"
"GO:0019752","ENSMUSG00000015806","Qdpr","quinoid dihydropteridine reductase [Source:MGI Symbol;Acc:MGI:97836]","GO"
"GO:0019752","ENSMUSG00000015889","Lta4h","leukotriene A4 hydrolase [Source:MGI Symbol;Acc:MGI:96836]","GO"
"GO:0019752","ENSMUSG00000015890","Amdhd1","amidohydrolase domain containing 1 [Source:MGI Symbol;Acc:MGI:1919011]","GO"
"GO:0019752","ENSMUSG00000015950","Ncf1","neutrophil cytosolic factor 1 [Source:MGI Symbol;Acc:MGI:97283]","GO"
"GO:0019752","ENSMUSG00000015961","Adss","adenylosuccinate synthetase, non muscle [Source:MGI Symbol;Acc:MGI:87948]","GO"
"GO:0019752","ENSMUSG00000016756","Cmah","cytidine monophospho-N-acetylneuraminic acid hydroxylase [Source:MGI Symbol;Acc:MGI:103227]","GO"
"GO:0019752","ENSMUSG00000017146","Brca1","breast cancer 1, early onset [Source:MGI Symbol;Acc:MGI:104537]","GO"
"GO:0019752","ENSMUSG00000017307","Acot8","acyl-CoA thioesterase 8 [Source:MGI Symbol;Acc:MGI:2158201]","GO"
"GO:0019752","ENSMUSG00000017390","Aldoc","aldolase C, fructose-bisphosphate [Source:MGI Symbol;Acc:MGI:101863]","GO"
"GO:0019752","ENSMUSG00000017453","Pipox","pipecolic acid oxidase [Source:MGI Symbol;Acc:MGI:1197006]","GO"
"GO:0019752","ENSMUSG00000017713","Tha1","threonine aldolase 1 [Source:MGI Symbol;Acc:MGI:1919026]","GO"
"GO:0019752","ENSMUSG00000017718","Afmid","arylformamidase [Source:MGI Symbol;Acc:MGI:2448704]","GO"
"GO:0019752","ENSMUSG00000017950","Hnf4a","hepatic nuclear factor 4, alpha [Source:MGI Symbol;Acc:MGI:109128]","GO"
"GO:0019752","ENSMUSG00000017969","Ptgis","prostaglandin I2 (prostacyclin) synthase [Source:MGI Symbol;Acc:MGI:1097156]","GO"
"GO:0019752","ENSMUSG00000018501","Ncor1","nuclear receptor co-repressor 1 [Source:MGI Symbol;Acc:MGI:1349717]","GO"
"GO:0019752","ENSMUSG00000018574","Acadvl","acyl-Coenzyme A dehydrogenase, very long chain [Source:MGI Symbol;Acc:MGI:895149]","GO"
"GO:0019752","ENSMUSG00000018796","Acsl1","acyl-CoA synthetase long-chain family member 1 [Source:MGI Symbol;Acc:MGI:102797]","GO"
"GO:0019752","ENSMUSG00000018848","Rars","arginyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:1914297]","GO"
"GO:0019752","ENSMUSG00000018906","P4ha2","procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha II polypeptide [Source:MGI Symbol;Acc:MGI:894286]","GO"
"GO:0019752","ENSMUSG00000018907","Alox12e","arachidonate lipoxygenase, epidermal [Source:MGI Symbol;Acc:MGI:1274790]","GO"
"GO:0019752","ENSMUSG00000018914","Il3","interleukin 3 [Source:MGI Symbol;Acc:MGI:96552]","GO"
"GO:0019752","ENSMUSG00000018924","Alox15","arachidonate 15-lipoxygenase [Source:MGI Symbol;Acc:MGI:87997]","GO"
"GO:0019752","ENSMUSG00000018995","Nars2","asparaginyl-tRNA synthetase 2 (mitochondrial)(putative) [Source:MGI Symbol;Acc:MGI:2142075]","GO"
"GO:0019752","ENSMUSG00000019039","Dalrd3","DALR anticodon binding domain containing 3 [Source:MGI Symbol;Acc:MGI:1915039]","GO"
"GO:0019752","ENSMUSG00000019055","Plod1","procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1 [Source:MGI Symbol;Acc:MGI:99907]","GO"
"GO:0019752","ENSMUSG00000019143","Hars2","histidyl-tRNA synthetase 2 [Source:MGI Symbol;Acc:MGI:1918041]","GO"
"GO:0019752","ENSMUSG00000019179","Mdh2","malate dehydrogenase 2, NAD (mitochondrial) [Source:MGI Symbol;Acc:MGI:97050]","GO"
"GO:0019752","ENSMUSG00000019278","Dpep1","dipeptidase 1 [Source:MGI Symbol;Acc:MGI:94917]","GO"
"GO:0019752","ENSMUSG00000019577","Pdk4","pyruvate dehydrogenase kinase, isoenzyme 4 [Source:MGI Symbol;Acc:MGI:1351481]","GO"
"GO:0019752","ENSMUSG00000019762","Iyd","iodotyrosine deiodinase [Source:MGI Symbol;Acc:MGI:1917587]","GO"
"GO:0019752","ENSMUSG00000019806","Aig1","androgen-induced 1 [Source:MGI Symbol;Acc:MGI:1913503]","GO"
"GO:0019752","ENSMUSG00000019863","Qrsl1","glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1 [Source:MGI Symbol;Acc:MGI:1923813]","GO"
"GO:0019752","ENSMUSG00000019883","Echdc1","enoyl Coenzyme A hydratase domain containing 1 [Source:MGI Symbol;Acc:MGI:1277169]","GO"
"GO:0019752","ENSMUSG00000019916","P4ha1","procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha 1 polypeptide [Source:MGI Symbol;Acc:MGI:97463]","GO"
"GO:0019752","ENSMUSG00000019969","Psen1","presenilin 1 [Source:MGI Symbol;Acc:MGI:1202717]","GO"
"GO:0019752","ENSMUSG00000019987","Arg1","arginase, liver [Source:MGI Symbol;Acc:MGI:88070]","GO"
"GO:0019752","ENSMUSG00000020003","Pex7","peroxisomal biogenesis factor 7 [Source:MGI Symbol;Acc:MGI:1321392]","GO"
"GO:0019752","ENSMUSG00000020010","Vnn3","vanin 3 [Source:MGI Symbol;Acc:MGI:1347055]","GO"
"GO:0019752","ENSMUSG00000020017","Hal","histidine ammonia lyase [Source:MGI Symbol;Acc:MGI:96010]","GO"
"GO:0019752","ENSMUSG00000020051","Pah","phenylalanine hydroxylase [Source:MGI Symbol;Acc:MGI:97473]","GO"
"GO:0019752","ENSMUSG00000020053","Igf1","insulin-like growth factor 1 [Source:MGI Symbol;Acc:MGI:96432]","GO"
"GO:0019752","ENSMUSG00000020063","Sirt1","sirtuin 1 [Source:MGI Symbol;Acc:MGI:2135607]","GO"
"GO:0019752","ENSMUSG00000020080","Hkdc1","hexokinase domain containing 1 [Source:MGI Symbol;Acc:MGI:2384910]","GO"
"GO:0019752","ENSMUSG00000020087","Tysnd1","trypsin domain containing 1 [Source:MGI Symbol;Acc:MGI:1919017]","GO"
"GO:0019752","ENSMUSG00000020097","Sgpl1","sphingosine phosphate lyase 1 [Source:MGI Symbol;Acc:MGI:1261415]","GO"
"GO:0019752","ENSMUSG00000020098","Pcbd1","pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 1 [Source:MGI Symbol;Acc:MGI:94873]","GO"
"GO:0019752","ENSMUSG00000020108","Ddit4","DNA-damage-inducible transcript 4 [Source:MGI Symbol;Acc:MGI:1921997]","GO"
"GO:0019752","ENSMUSG00000020123","Avpr1a","arginine vasopressin receptor 1A [Source:MGI Symbol;Acc:MGI:1859216]","GO"
"GO:0019752","ENSMUSG00000020150","Gamt","guanidinoacetate methyltransferase [Source:MGI Symbol;Acc:MGI:1098221]","GO"
"GO:0019752","ENSMUSG00000020182","Ddc","dopa decarboxylase [Source:MGI Symbol;Acc:MGI:94876]","GO"
"GO:0019752","ENSMUSG00000020250","Txnrd1","thioredoxin reductase 1 [Source:MGI Symbol;Acc:MGI:1354175]","GO"
"GO:0019752","ENSMUSG00000020256","Aldh1l2","aldehyde dehydrogenase 1 family, member L2 [Source:MGI Symbol;Acc:MGI:2444680]","GO"
"GO:0019752","ENSMUSG00000020263","Appl2","adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2 [Source:MGI Symbol;Acc:MGI:2384914]","GO"
"GO:0019752","ENSMUSG00000020277","Pfkl","phosphofructokinase, liver, B-type [Source:MGI Symbol;Acc:MGI:97547]","GO"
"GO:0019752","ENSMUSG00000020283","Pex13","peroxisomal biogenesis factor 13 [Source:MGI Symbol;Acc:MGI:1919379]","GO"
"GO:0019752","ENSMUSG00000020321","Mdh1","malate dehydrogenase 1, NAD (soluble) [Source:MGI Symbol;Acc:MGI:97051]","GO"
"GO:0019752","ENSMUSG00000020333","Acsl6","acyl-CoA synthetase long-chain family member 6 [Source:MGI Symbol;Acc:MGI:894291]","GO"
"GO:0019752","ENSMUSG00000020363","Gfpt2","glutamine fructose-6-phosphate transaminase 2 [Source:MGI Symbol;Acc:MGI:1338883]","GO"
"GO:0019752","ENSMUSG00000020366","Mapk9","mitogen-activated protein kinase 9 [Source:MGI Symbol;Acc:MGI:1346862]","GO"
"GO:0019752","ENSMUSG00000020377","Ltc4s","leukotriene C4 synthase [Source:MGI Symbol;Acc:MGI:107498]","GO"
"GO:0019752","ENSMUSG00000020405","Fabp6","fatty acid binding protein 6 [Source:MGI Symbol;Acc:MGI:96565]","GO"
"GO:0019752","ENSMUSG00000020456","Ogdh","oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide) [Source:MGI Symbol;Acc:MGI:1098267]","GO"
"GO:0019752","ENSMUSG00000020475","Pgam2","phosphoglycerate mutase 2 [Source:MGI Symbol;Acc:MGI:1933118]","GO"
"GO:0019752","ENSMUSG00000020532","Acaca","acetyl-Coenzyme A carboxylase alpha [Source:MGI Symbol;Acc:MGI:108451]","GO"
"GO:0019752","ENSMUSG00000020534","Shmt1","serine hydroxymethyltransferase 1 (soluble) [Source:MGI Symbol;Acc:MGI:98299]","GO"
"GO:0019752","ENSMUSG00000020538","Srebf1","sterol regulatory element binding transcription factor 1 [Source:MGI Symbol;Acc:MGI:107606]","GO"
"GO:0019752","ENSMUSG00000020593","Lpin1","lipin 1 [Source:MGI Symbol;Acc:MGI:1891340]","GO"
"GO:0019752","ENSMUSG00000020629","Adi1","acireductone dioxygenase 1 [Source:MGI Symbol;Acc:MGI:2144929]","GO"
"GO:0019752","ENSMUSG00000020664","Dld","dihydrolipoamide dehydrogenase [Source:MGI Symbol;Acc:MGI:107450]","GO"
"GO:0019752","ENSMUSG00000020766","Galk1","galactokinase 1 [Source:MGI Symbol;Acc:MGI:95730]","GO"
"GO:0019752","ENSMUSG00000020774","Aspa","aspartoacylase [Source:MGI Symbol;Acc:MGI:87914]","GO"
"GO:0019752","ENSMUSG00000020777","Acox1","acyl-Coenzyme A oxidase 1, palmitoyl [Source:MGI Symbol;Acc:MGI:1330812]","GO"
"GO:0019752","ENSMUSG00000020810","Cygb","cytoglobin [Source:MGI Symbol;Acc:MGI:2149481]","GO"
"GO:0019752","ENSMUSG00000020826","Nos2","nitric oxide synthase 2, inducible [Source:MGI Symbol;Acc:MGI:97361]","GO"
"GO:0019752","ENSMUSG00000020840","Blmh","bleomycin hydrolase [Source:MGI Symbol;Acc:MGI:1345186]","GO"
"GO:0019752","ENSMUSG00000020889","Nr1d1","nuclear receptor subfamily 1, group D, member 1 [Source:MGI Symbol;Acc:MGI:2444210]","GO"
"GO:0019752","ENSMUSG00000020891","Alox8","arachidonate 8-lipoxygenase [Source:MGI Symbol;Acc:MGI:1098228]","GO"
"GO:0019752","ENSMUSG00000020892","Aloxe3","arachidonate lipoxygenase 3 [Source:MGI Symbol;Acc:MGI:1345140]","GO"
"GO:0019752","ENSMUSG00000020899","Pfas","phosphoribosylformylglycinamidine synthase (FGAR amidotransferase) [Source:MGI Symbol;Acc:MGI:2684864]","GO"
"GO:0019752","ENSMUSG00000020917","Acly","ATP citrate lyase [Source:MGI Symbol;Acc:MGI:103251]","GO"
"GO:0019752","ENSMUSG00000021033","Gstz1","glutathione transferase zeta 1 (maleylacetoacetate isomerase) [Source:MGI Symbol;Acc:MGI:1341859]","GO"
"GO:0019752","ENSMUSG00000021048","Mthfd1","methylenetetrahydrofolate dehydrogenase (NADP+ dependent), methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthase [Source:MGI Symbol;Acc:MGI:1342005]","GO"
"GO:0019752","ENSMUSG00000021109","Hif1a","hypoxia inducible factor 1, alpha subunit [Source:MGI Symbol;Acc:MGI:106918]","GO"
"GO:0019752","ENSMUSG00000021125","Arg2","arginase type II [Source:MGI Symbol;Acc:MGI:1330806]","GO"
"GO:0019752","ENSMUSG00000021185","Dglucy","D-glutamate cyclase [Source:MGI Symbol;Acc:MGI:2444813]","GO"
"GO:0019752","ENSMUSG00000021196","Pfkp","phosphofructokinase, platelet [Source:MGI Symbol;Acc:MGI:1891833]","GO"
"GO:0019752","ENSMUSG00000021210","Akr1c6","aldo-keto reductase family 1, member C6 [Source:MGI Symbol;Acc:MGI:1933427]","GO"
